chr,loc,cms_score,gene_name
9,66990509,-4.31175,"LOC101928195,LOC101928381,LOC101929583,LOC286297"
9,66711226,-4.31175,
3,163986020,-4.3133,MIR1263
19,37381975,-4.3133,"ZNF345,ZNF568,ZNF790,ZNF790-AS1,ZNF829"
1,163874234,-4.33119,
20,26233771,-4.34304,"MIR663A,MIR663AHG"
5,46085114,-4.35497,
5,122842673,-4.36745,"CEP120,CSNK1G3"
3,90205570,-4.37605,
16,72028062,-4.37664,"DHODH,DHX38,HP,HPR,IST1,PKD1L3,TXNL4B"
8,144047547,-4.37828,"C8orf31,CDC42P3,CYP11B1,CYP11B2,LY6E,LY6E-DT"
8,18402390,-4.43951,PSD3
3,18360250,-4.4782,"LOC339862,SATB1"
3,179835193,-4.49367,PEX5L
14,99496421,-4.49367,
2,188604301,-4.54507,
2,178050972,-4.54507,"HNRNPA3,LOC100130691,LOC105373759,MIR3128,MIR4444-1,MIR4444-2,NFE2L2"
7,75422303,-4.55007,"CCL24,CCL26,HIP1,RHBDD2"
1,104598051,-4.56657,LOC100129138
8,49797822,-4.6179,SNAI2
11,39015782,-4.65585,
3,97616792,-4.70465,"ARL6,CRYBG3,GABRR3,RIOX2"
2,135451302,-4.70465,TMEM163
1,164207543,-4.73183,
2,194913047,-4.73951,
5,122655824,-4.7481,CEP120
17,61247690,-4.75102,TANC2
5,179422835,-4.75631,"MIR340,RNF130,TBC1D9B"
10,24330124,-4.75631,KIAA1217
17,39795650,-4.75872,"EIF1,GAST,HAP1,KRT14,KRT16,KRT17,KRT42P,KRT9,LINC00974"
2,186277963,-4.76836,
12,62702901,-4.76836,"MIR6125,USP15"
2,200492586,-4.77981,LINC01877
7,118173132,-4.81169,
3,50585347,-4.82299,"C3orf18,CACNA2D2,CISH,HEMK1,MAPKAPK3"
7,85364569,-4.82921,
2,213737392,-4.82921,"LINC01878,MIR4776-1,MIR4776-2"
2,87394898,-4.83676,"LOC285074,MIR4771-1,MIR4771-2"
19,46710880,-4.83676,"HIF3A,IGFL1,IGFL2,IGFL2-AS1,IGFL3,LOC93429"
21,19930173,-4.84033,MIR548XHG
5,130448120,-4.85061,"HINT1,LYRM7"
5,49601850,-4.88055,EMB
2,95339493,-4.89083,"ANKRD20A8P,FAM95A"
10,42610152,-4.90001,
2,107424280,-4.90039,ST6GAL2
20,21017279,-4.9212,"KIZ,LINC00237"
4,52735412,-4.92865,DCUN1D4
4,49052722,-4.92865,CWH43
5,32471708,-4.94146,"MIR579,ZFR"
9,44334775,-4.97614,"LOC101927827,LOC103908605"
6,149794289,-5.02728,"GINM1,PPIL4,SUMO4,TAB2,ZC3H12D"
12,43874917,-5.04422,ADAMTS20
5,144392892,-5.04945,
18,62522170,-5.05331,
2,109779597,-5.05563,"MIR4265,SH3RF3,SH3RF3-AS1"
20,22115869,-5.07681,LINC01432
3,82596871,-5.09773,LINC02008
8,43705833,-5.09865,
9,43400486,-5.0992,
6,161006077,-5.12622,"LPA,LPAL2"
5,90988781,-5.16817,
5,130295852,-5.17755,
6,43457836,-5.18252,"ABCC10,DLK2,LRRC73,MIR6780B,POLH,POLR1C,TJAP1,XPO5,YIPF3"
10,15597635,-5.20101,ITGA8
1,164721263,-5.20101,"LOC100505795,PBX1"
1,31625342,-5.20715,"NKAIN1,PUM1"
5,32320960,-5.23513,"MIR579,MTMR12,ZFR"
5,89216234,-5.23844,MIR3660
5,154394577,-5.23844,"GEMIN5,KIF4B,MRPL22"
8,47571412,-5.2798,ASNSP1
2,186903069,-5.30327,LINC01473
4,53003405,-5.30434,"LINC02480,SGCB,SPATA18"
19,37014625,-5.30434,"LOC728752,ZNF260,ZNF382,ZNF529,ZNF529-AS1,ZNF566"
3,48357986,-5.32322,"CAMP,FBXW12,FCF1P2,MIR2115,NME6,PLXNB1,SPINK8,ZNF589"
3,58283496,-5.32387,"ABHD6,DNASE1L3,HTD2,PXK,RPP14"
18,42526328,-5.35267,"MIR4319,SETBP1"
5,131200358,-5.35407,"ACSL6,FNIP1,MEIKIN"
5,131168105,-5.35407,"FNIP1,MEIKIN"
8,141892890,-5.35901,PTK2
7,121286414,-5.39083,
11,134796472,-5.39083,LOC100507548
5,62040304,-5.40284,
1,76746406,-5.40437,ST6GALNAC3
8,35884112,-5.42026,
9,32908962,-5.4261,APTX
20,33790993,-5.44189,"EDEM2,EIF6,FAM83C,FAM83C-AS1,MMP24,MMP24-AS1-EDEM2,MMP24OS,PROCR,UQCC1"
11,50206747,-5.46022,LOC441601
11,50126358,-5.46022,
11,49805451,-5.46022,LOC440040
11,49050402,-5.46022,"TRIM49B,TRIM64C"
5,129927043,-5.46929,
2,193763936,-5.6005,
17,59137668,-5.61341,BCAS3
4,45138938,-5.64937,
10,58542169,-5.64937,
20,26121154,-5.66826,"FAM182A,MIR663A,MIR663AHG,NCOR1P1"
11,48987372,-5.72287,"TRIM49B,TRIM64C"
5,130133772,-5.73194,
12,54115624,-5.73693,"ATF7,ATP5MC2,CALCOCO1,CISTR"
8,47602342,-5.75363,ASNSP1
20,38251405,-5.75756,
2,48104438,-5.77702,"FBXO11,MSH6"
20,37881482,-5.78808,LINC01734
8,51350431,-5.8063,SNTG1
6,155094988,-5.83896,"MIR1273C,SCAF8"
7,44957518,-5.88776,"CCM2,H2AFV,MIR4657,MYO1G,PURB,SNHG15,SNORA9"
2,189080528,-5.88776,"GULP1,LINC01090,MIR561"
8,36515154,-5.90099,
8,35650668,-5.90099,"LOC101929550,UNC5D"
7,152104776,-5.903,"FABP5P3,KMT2C,LINC01003"
11,55358286,-5.90323,"OR4C11,OR4C15,OR4C16,OR4C6,OR4P4,OR4S2"
11,46816240,-5.90323,"ARHGAP1,CKAP5,F2,LRP4,LRP4-AS1,MIR5582,SNORD67,ZNF408"
16,60658291,-5.91201,
10,65050837,-5.91201,"JMJD1C,MIR1296"
1,215263182,-5.91968,KCNK2
4,25813119,-5.9216,SEL1L3
6,53492467,-5.98504,"GCLC,KLHL31,LINC01564,LOC101927136"
19,42601312,-6.01987,"GRIK5,LOC100505622,MIR4323,POU2F2,ZNF574"
11,49636685,-6.06897,LOC440040
11,49258876,-6.06897,FOLH1
8,43196471,-6.08201,POTEA
12,99115854,-6.16049,"ANKS1B,APAF1,IKBIP"
2,98178779,-6.16172,"ACTR1B,ANKRD36B,COX5B,LOC100506076,LOC100506123"
10,115333060,-6.16749,"HABP2,NRAP"
19,42136329,-6.16972,"CEACAM21,CEACAM4,CEACAM5,CEACAM7,LINC01480"
1,149404447,-6.16996,"FCGR1CP,HIST2H3PS2"
9,103059835,-6.17238,"INVS,TEX10"
7,11914098,-6.1981,THSD7A
10,7955006,-6.1981,TAF3
2,186773364,-6.205,FSIP2
5,130672700,-6.20547,"CDC42SE2,RAPGEF6"
8,111543460,-6.23177,
5,11335373,-6.23969,CTNND2
8,33562027,-6.25206,
3,153394023,-6.28101,LINC02006
2,186576268,-6.28978,"FSIP2,FSIP2-AS1,FSIP2-AS2"
3,30122452,-6.29715,RBMS3
5,86099942,-6.30206,LINC02059
5,23639188,-6.33277,
7,151973397,-6.33465,KMT2C
5,42482652,-6.36938,GHR
11,69076783,-6.39585,MYEOV
18,21447299,-6.43546,LAMA3
1,8192887,-6.47833,LINC01714
3,52153329,-6.48559,"ALAS1,DUSP7,LINC00696,POC1A"
4,184343072,-6.50247,"CDKN2AIP,CLDN24,ING2,LOC389247"
17,38580571,-6.51198,"GJD3,IGFBP4,RARA,RARA-AS1,TNS4,TOP2A"
7,101384212,-6.54518,CUX1
2,41428062,-6.55813,
8,49414387,-6.60502,LOC101929268
2,195736457,-6.63941,
5,158660872,-6.648,"IL12B,LINC01932,LOC285626,RNF145,UBLCP1"
8,111640394,-6.65115,
3,57988776,-6.65332,"FLNB,SLMAP"
8,100754969,-6.70821,VPS13B
13,81586515,-6.73825,LINC00377
14,97320701,-6.78736,"LINC00618,LINC02299,VRK1"
8,91197562,-6.83483,LINC00534
15,71818816,-6.85273,THSD4
6,34449254,-6.95845,"NUDT3,PACSIN1,RPS10,RPS10-NUDT3,SPDEF"
1,84109902,-6.96155,LINC01725
20,29489155,-6.96252,"FAM242B,LINC01597"
1,16856171,-6.96252,"CROCCP2,CROCCP3,LINC01772,LINC01783,LOC440570,MIR3675,NBPF1,NECAP2,SPATA21"
6,156388964,-6.96935,
5,49869903,-6.97642,PARP8
11,134597652,-7.02175,LOC729305
9,66299321,-7.03149,
4,47279522,-7.04852,GABRB1
8,112171186,-7.09416,LINC01609
9,43056964,-7.11544,"ANKRD20A2,ANKRD20A3,FAM95B1,GXYLT1P3,LOC105379252,LOC642929"
14,67529642,-7.11544,GPHN
12,18808012,-7.14231,"CAPZA3,PIK3C2G,PLCZ1"
5,33099690,-7.17546,
5,178197510,-7.17546,"AACSP1,ZNF354A,ZNF354B"
5,126204620,-7.17546,"LMNB1,LMNB1-DT,MARCH3"
8,49027370,-7.1768,UBE2V2
15,40737476,-7.19704,"BAHD1,CCDC32,CHST14,DISP2,IVD,KNSTRN,MRPL42P5,PHGR1"
8,62187703,-7.20235,CLVS1
13,81377158,-7.20235,
18,69684795,-7.20674,
8,48858923,-7.22292,"MCM4,PRKDC,UBE2V2"
1,42624442,-7.25228,"FOXJ3,GUCA2A,GUCA2B"
7,132704072,-7.28905,"CHCHD3,LOC105375512,MIR3654"
8,105771222,-7.29262,
6,56204257,-7.29889,COL21A1
5,129428020,-7.30108,CHSY3
4,169349648,-7.30108,"DDX60L,PALLD"
17,15283815,-7.34668,"CDRT3,CDRT4,TEKT3,TVP23C-CDRT4"
1,192855090,-7.39026,"LINC01032,RGS2"
8,109437119,-7.40712,EMC2
14,67640692,-7.40712,"FAM71D,GPHN,MPP5"
14,66774225,-7.40712,
1,37325723,-7.40712,GRIK3
8,48573973,-7.40804,"CEBPD,SPIDR"
5,50123014,-7.41943,PARP8
8,85811632,-7.44743,RALYL
3,58014857,-7.49601,"FLNB,SLMAP"
8,48767518,-7.51018,PRKDC
1,16949,-7.51108,"DDX11L1,FAM138A,FAM138F,LOC102725121,MIR1302-10,MIR1302-11,MIR1302-2,MIR1302-9,MIR6859-1,MIR6859-2,MIR6859-3,MIR6859-4,OR4F5,WASH7P"
22,22017001,-7.51764,"CCDC116,MAPK1,MIR130B,MIR301B,PPIL2,SDF2L1,UBE2L3,YDJC,YPEL1"
14,68135039,-7.51764,"ARG2,PIGH,PLEKHH1,RDH11,RDH12,VTI1B,ZFYVE26"
14,43608594,-7.53361,
8,86064688,-7.54564,"C8orf59,CA13,E2F5,LOC102723322,LRRCC1"
9,39763684,-7.55845,
8,50933874,-7.55845,SNTG1
15,43363165,-7.56679,"TMEM62,UBR1"
4,61367114,-7.61672,
10,42856206,-7.6662,"CCNYL2,LOC441666"
1,98079228,-7.6789,DPYD
6,77961558,-7.70034,
18,60215409,-7.72243,ZCCHC2
1,97998699,-7.77375,DPYD
8,47963345,-7.78282,
14,40633962,-7.78282,
12,45278055,-7.80841,NELL2
2,81113111,-7.82416,
6,50062285,-7.82627,"DEFB110,DEFB112"
17,38707545,-7.83487,"CCR7,IGFBP4,SMARCE1,TNS4"
7,135223831,-7.8762,"CNOT4,NUP205"
10,100052426,-7.88701,"LOXL4,PYROXD2,R3HCC1L"
2,166549125,-7.89516,"CSRNP3,GALNT3"
11,55464174,-7.89516,"OR4C11,OR4C6,OR4P4,OR4S2,OR5D13,OR5D14"
5,35995065,-7.9198,"CAPSL,LOC100506406,UGT3A1,UGT3A2"
17,38352378,-7.92955,"CASC3,CDC6,MIR6866,MIR6867,MSL1,NR1D1,RAPGEFL1,WIPF2"
12,52424070,-8.02158,"ACVR1B,ATG101,GRASP,GRASP-AS1,NR4A1,OR7E47P"
8,100979434,-8.02264,"COX6C,RGS22,SNORD77B,VPS13B"
17,72478313,-8.02972,"CD300A,CD300C,CD300H,CD300LB,CD300LD,GPRC5C,LOC100130520"
2,125685868,-8.04061,CNTNAP5
2,61336523,-8.05498,"AHSA2P,C2orf74,KIAA1841,LOC339803,PEX13,PUS10,USP34"
5,51434385,-8.08147,LINC02118
5,178411181,-8.08147,"GRM6,ZFP2,ZNF354B,ZNF354C,ZNF454,ZNF879"
5,175575828,-8.08147,"FAM153B,LOC100507387,LOC100996385,LOC643201,SIMC1"
5,173966085,-8.08147,LINC01411
6,159337131,-8.10236,"C6orf99,EZR,EZR-AS1,OSTCP1,RSPH3"
11,107102334,-8.12575,CWF19L2
14,67028528,-8.12784,"CCDC196,GPHN"
4,8874829,-8.16339,HMX1
10,70789388,-8.17847,"DDX21,DDX50,KIF1BP,SRGN,VPS26A"
15,25736451,-8.202,"SNHG14,UBE3A"
9,30077005,-8.21302,
10,19812787,-8.2162,MALRD1
8,35354634,-8.22583,UNC5D
14,40447043,-8.22583,
12,60979587,-8.2401,
8,85414793,-8.25838,RALYL
8,50009463,-8.25838,PPDPFL
8,90804641,-8.29836,"LOC101929709,RIPK2"
16,24030694,-8.2989,PRKCB
8,105989161,-8.30017,
12,45164294,-8.3026,NELL2
3,194218732,-8.40966,"ATP13A3,GP5,LINC00884,TMEM44,TMEM44-AS1"
16,32299219,-8.40979,"HERC2P4,LOC102723753,LOC390705,TP53TG3D"
3,134907045,-8.41254,EPHB1
10,64670293,-8.45796,EGR2
19,23611666,-8.5017,"LINC01224,ZNF91"
11,50400399,-8.50283,LOC646813
3,145530161,-8.52075,
20,34545483,-8.52248,"CNBD2,NORAD,PHF20,SCAND1"
8,116073205,-8.55538,
16,88150781,-8.56019,"BANP,LINC02182,LOC400553"
1,154871793,-8.57085,"CKS1B,FLAD1,KCNN3,LENEP,LOC101928120,MIR4258,PBXIP1,PMVK,PYGO2,SHC1"
12,40869105,-8.62363,MUC19
1,187598873,-8.6279,
2,242904744,-8.66475,"LINC01237,LINC01238,LINC01880,LOC285095,LOC285097,RTP5"
1,157486052,-8.66475,"FCRL4,FCRL5"
1,111429453,-8.67976,"CD53,LRIF1"
8,50204469,-8.68749,
1,75175188,-8.73191,"CRYZ,ERICH3,ERICH3-AS1,TYW3"
8,92132315,-8.73303,"LRRC69,MIR4661,OTUD6B,OTUD6B-AS1,PIP4P2,SLC26A7"
11,5758051,-8.77546,"OR52N1,OR52N2,OR52N4,OR52N5,OR56B1,TRIM22,TRIM34,TRIM5,TRIM6-TRIM34"
13,21030892,-8.77917,"CRYL1,MIR4499"
4,190909325,-8.78021,"DBET,FRG1,FRG1-DT,FRG2"
2,152740626,-8.80174,"ARL5A,CACNB4"
10,108898303,-8.81728,SORCS1
1,166503027,-8.81728,"FMO9P,LINC01675"
8,79578066,-8.83349,"IL7,LOC101241902,PKIA,ZC2HC1A"
8,50648325,-8.83349,
7,150084113,-8.84685,"ACTR3C,GIMAP8,LINC00996,LOC728743,LRRC61,RARRES2,REPIN1,ZBED6CL,ZNF775"
13,73331394,-8.84893,"BORA,DIS3,MZT1,PIBF1"
5,85544154,-8.86057,NBPF22P
5,83848493,-8.86057,
5,51867510,-8.86057,
5,51757934,-8.86057,
5,51355591,-8.86057,LINC02118
5,36020684,-8.86057,"CAPSL,LMBRD2,LOC100506406,UGT3A1,UGT3A2"
5,33201604,-8.86057,LINC02160
5,180646111,-8.86057,"CTC-338M12.4,LINC01962,MIR4638,OR2V1,OR2V2,RACK1,SNORD95,SNORD96A,TRIM41,TRIM52,TRIM52-AS1,TRIM7"
5,173219074,-8.86057,"CPEB4,LINC01484,LINC01485,LINC01942"
5,140518372,-8.86057,"LOC101926905,PCDHB1,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB16,PCDHB17P,PCDHB18P,PCDHB2,PCDHB3,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9"
5,120031835,-8.86057,PRR16
5,114710179,-8.86057,CCDC112
5,111868415,-8.86057,LINC02200
8,113831721,-8.87261,CSMD3
8,113692864,-8.87261,"CSMD3,MIR2053"
3,138173905,-8.87584,"CEP70,ESYT3,MRAS"
1,11870279,-8.91394,"AGTRAP,C1orf167,CLCN6,DRAXIN,LOC102724659,MTHFR,NPPA,NPPA-AS1,NPPB"
10,104697929,-8.94505,"AS3MT,BORCS7,BORCS7-ASMT,CNNM2"
20,34208442,-8.94796,"C20orf173,CPNE1,ERGIC3,FER1L4,NFS1,RBM12,RBM39,ROMO1,SPAG4"
5,165885226,-8.96188,
20,32613493,-8.97639,"EIF2S2,MIR4755,RALY,RALY-AS1"
5,173584508,-8.99268,NSG2
5,65147608,-8.99351,"ERBIN,LOC100303749,NLN"
12,26554780,-9.01084,ITPR2
2,48365908,-9.01416,
20,34010928,-9.03402,"C20orf173,CEP250,GDF5,GDF5OS,MIR1289-1,UQCC1"
18,38323689,-9.04114,
11,48413582,-9.06974,"OR4A47,OR4C3,OR4C45,OR4C5,OR4S1"
11,107817514,-9.07298,"CUL5,RAB39A,SLC35F2"
8,68905647,-9.07671,PREX2
2,183200758,-9.114,PDE1A
2,201351188,-9.11702,"AOX1,KCTD18,SGO2,SPATS2L"
18,31373523,-9.14396,"ASXL3,NOL4"
8,136220253,-9.14872,LINC01591
8,112996972,-9.1796,
9,68745135,-9.18489,FRG1HP
20,29869653,-9.2,"DEFB115,DEFB116,DEFB118,DEFB119"
11,37656356,-9.21482,
6,88744610,-9.21824,SPACA1
13,33371966,-9.2185,"LINC00423,PDS5B"
4,105497214,-9.22354,"CXXC4,CXXC4-AS1"
8,101055960,-9.2675,"FBXO43,RGS22,SNORD77B"
1,95576874,-9.30107,"ALG14,LOC101928098,LOC101928118,TMEM56,TMEM56-RWDD3"
8,48338105,-9.30702,SPIDR
6,136224355,-9.30702,PDE7B
2,232814031,-9.3344,"DIS3L2,MIR1471,NPPC"
1,199600636,-9.34439,
7,72824360,-9.38832,"BAZ1B,FKBP6,FZD9,TRIM50"
8,56629256,-9.39185,"TGS1,TMEM68"
4,178923759,-9.396,"LINC01098,LINC01099"
10,65705916,-9.39961,
8,106918330,-9.40883,ZFPM2-AS1
20,48837804,-9.42662,"CEBPB,CEBPB-AS1,LINC01270,LINC01271,LINC01273,SMIM25,TMEM189,TMEM189-UBE2V1"
6,83162372,-9.43195,TPBG
7,99635967,-9.45824,"AP4M1,AZGP1,AZGP1P1,CNPY4,COPS6,MBLAC1,MCM7,MIR106B,MIR25,MIR93,TAF6,ZKSCAN1,ZNF3,ZSCAN21"
7,107281018,-9.45824,"BCAP29,COG5,DUS4L,SLC26A4,SLC26A4-AS1"
8,13392447,-9.52153,"C8orf48,DLC1,LOC102725080"
1,119271638,-9.54653,
8,124470337,-9.58218,"ATAD2,FBXO32,WDYHV1"
6,48898009,-9.59468,
22,29336136,-9.62185,"ZNRF3,ZNRF3-AS1"
12,44983874,-9.64342,NELL2
3,176388584,-9.66858,LINC01208
3,143712455,-9.68518,DIPK2A
5,44051114,-9.68969,
10,70404159,-9.75309,"CCAR1,TET1"
2,61021025,-9.78453,"LINC01185,PAPOLG,REL"
5,59963107,-9.79861,"DEPDC1B,ELOVL7"
5,54052496,-9.79861,LOC102467080
5,34371824,-9.79861,
5,32893711,-9.79861,LINC02120
5,31918349,-9.79861,"MIR4279,PDZD2"
5,23260448,-9.79861,
5,180234012,-9.79861,"BTNL8,HEIH,LINC00847,MGAT1,OR2Y1,ZFP62"
5,128844403,-9.79861,"ADAMTS19,ADAMTS19-AS1"
5,121589439,-9.79861,"LOC100505841,SNCAIP"
5,116667456,-9.79861,LINC00992
5,109645830,-9.79861,
5,108393158,-9.79861,FER
5,107838804,-9.79861,
1,32694819,-9.81388,"CCDC28B,DCDC2B,EIF3I,FAM167B,HDAC1,IQCC,KPNA6,LCK,MTMR9LP,TMEM234,TXLNA"
8,66032056,-9.85612,LINC00251
22,28215389,-9.87425,"MN1,PITPNB,TTC28-AS1"
12,96662574,-9.87586,"CDK17,ELK3"
16,31411185,-9.89309,"ARMC5,C16orf58,COX6A2,ITGAD,ITGAM,ITGAX,SLC5A2,TGFB1I1,ZNF843"
8,51020195,-9.8954,SNTG1
11,81524228,-9.89624,"MIR4300,MIR4300HG"
20,30006483,-9.9136,"DEFB118,DEFB119,DEFB121,DEFB122,DEFB123,DEFB124,HM13,LINC00028,REM1"
4,118821964,-9.95549,LINC02264
11,40100568,-9.96096,LRRC4C
2,28358774,-9.97585,"BABAM2,LOC100505736"
4,113058532,-9.9806,"AP1AR,FAM241A"
7,107165405,-9.98771,"BCAP29,COG5,DUS4L,GPR22"
6,34909005,-9.98771,"ANKS1A,TAF11,UHRF1BP1"
5,43688199,-9.99606,"NNT,NNT-AS1"
8,105345099,-10.0403,"DCSTAMP,DPYS,RIMS2"
7,67262336,-10.0414,
4,151296384,-10.0728,LRBA
5,92674329,-10.1398,NR2F1-AS1
18,23416082,-10.149,
6,47105305,-10.1632,"ADGRF1,TNFRSF21"
2,48902567,-10.1632,"GTF2A1L,LHCGR,STON1,STON1-GTF2A1L"
19,41003862,-10.1718,"BLVRB,LTBP4,PRX,SERTAD1,SERTAD3,SHKBP1,SPTBN4"
14,41953261,-10.1871,
9,83209485,-10.1974,
4,162587280,-10.2005,FSTL5
22,22996628,-10.2164,"GGTLC2,LL22NC03-63E9.3,POM121L1P,PRAME"
4,96793271,-10.2208,PDHA2
11,130939003,-10.2451,
2,126983777,-10.2513,
11,131456484,-10.2697,"LOC101929653,NTM,NTM-AS1"
9,69795638,-10.2953,"LOC101928195,LOC101928381,LOC101929583"
3,1080865,-10.3117,CNTN6
2,216864235,-10.3173,"MREG,PECR,TMEM169"
3,108287282,-10.3408,"CIP2A,DZIP3,MYH15"
11,97899181,-10.358,
3,152701839,-10.3728,
10,100236914,-10.3943,"HPS1,HPSE2,LOC101927278,MIR1287,MIR4685,PYROXD2"
4,132042677,-10.4133,
11,13220195,-10.4315,ARNTL
4,82976499,-10.4379,
2,112451024,-10.4562,"ANAPC1,MIR4771-1,MIR4771-2"
4,91586534,-10.4643,CCSER1
9,36739594,-10.4653,"MELK,MIR4475,PAX5"
2,79113714,-10.4653,
20,47622704,-10.4729,"ARFGEF2,CSE1L,CSE1L-AS1"
20,51312412,-10.4796,LINC01524
8,53776090,-10.487,NPBWR1
2,238209300,-10.5064,COL6A3
4,102305036,-10.5151,"FLJ20021,MIR1255A,PPP3CA"
4,168338506,-10.5231,
13,59999136,-10.5231,
8,7000694,-10.532,DEFA5
2,126107357,-10.5641,
1,187327269,-10.5883,"LINC01036,LINC01037"
9,83424663,-10.6014,
8,124864193,-10.6297,"FAM91A1,FER1L6"
7,100013457,-10.6302,"C7orf61,MEPCE,MIR6840,NYAP1,PILRA,PILRB,PMS2P1,PPP1R35,PVRIG2P,SPDYE3,STAG3L5P,STAG3L5P-PVRIG2P-PILRB,TSC22D4,ZCWPW1"
12,27595543,-10.6443,"ARNTL2,ARNTL2-AS1,PPFIBP1,SMCO2"
1,53095726,-10.6547,"COA7,GPX7,SHISAL2A,TUT4,ZYG11B"
3,10165698,-10.6822,"BRK1,CIDECP1,FANCD2,FANCD2OS,IRAK2,VHL"
5,8961444,-10.7031,"LINC02199,MIR4636,SEMA5A"
5,87093809,-10.7031,
5,83393354,-10.7031,EDIL3
5,81407682,-10.7031,ATG10
5,52391781,-10.7031,"ITGA2,LOC257396,MOCS2"
5,50333788,-10.7031,LINC02106
5,34026614,-10.7031,"AMACR,C1QTNF3,C1QTNF3-AMACR,RXFP3,SLC45A2"
5,144113825,-10.7031,
5,122531204,-10.7031,PRDM6
5,121656825,-10.7031,SNCAIP
5,108818892,-10.7031,PJA2
5,108167682,-10.7031,FER
5,107735330,-10.7031,FBXL17
2,28090059,-10.7045,"BABAM2,BRE-AS1,MRPL33,RBKS"
10,81444167,-10.7052,"BEND3P3,LOC105378385,NUTM2B,NUTM2B-AS1,SFTPA1"
4,179428031,-10.7532,
6,48762694,-10.7589,
13,43694761,-10.7589,"DNAJC15,ENOX1,LINC00400"
21,36120933,-10.7623,"CLIC6,LINC00160,LINC01426,RUNX1"
5,92549120,-10.7697,
3,184809220,-10.7697,"C3orf70,EHHADH,EHHADH-AS1,VPS8"
10,69046809,-10.7697,CTNNA3
4,35685253,-10.7865,
7,116158145,-10.7944,"CAV1,CAV2,LINC01510"
7,69132343,-10.7986,"AUTS2,LOC100507468"
2,218340027,-10.8205,DIRC3
11,70740386,-10.8311,"MIR3664,SHANK2,SHANK2-AS3"
3,137767454,-10.8315,"A4GNT,CLDN18,DZIP1L"
3,146014404,-10.8332,PLSCR4
6,36198577,-10.8571,"BRPF3,C6orf222,MAPK13,PNPLA1"
9,2570076,-10.8734,"VLDLR,VLDLR-AS1"
19,22532482,-10.8814,"ZNF729,ZNF98"
17,31320712,-10.8931,"ASIC2,SPACA3,TMEM98"
20,33809904,-10.9164,"EDEM2,EIF6,FAM83C,FAM83C-AS1,MMP24,MMP24-AS1-EDEM2,MMP24OS,PROCR,UQCC1"
20,14936116,-10.9186,"MACROD2,MACROD2-AS1"
2,144485923,-10.9297,ARHGAP15
14,54326519,-10.9297,"BMP4,MIR5580"
10,110867874,-10.941,
2,152434317,-10.9503,NEB
8,10292817,-10.9816,"LINCR-0001,MSRA,PRSS55"
1,72031511,-11.0026,NEGR1
4,183543037,-11.0129,TENM3
11,71853686,-11.0129,"ANAPC15,FOLR1,FOLR2,FOLR3,INPPL1,LAMTOR1,LRTOMT,MIR3165,NUMA1,PHOX2A"
6,75112715,-11.0138,LOC101928516
12,53926656,-11.0237,"ATF7,LOC100652999,MAP3K12,NPFF,PCBP2,PCBP2-OT1,PRR13,TARBP2"
2,144319547,-11.0248,ARHGAP15
17,50799828,-11.0507,
1,54593256,-11.0614,"CDCP2,CYB5RL,MIR4781,MRPL37,SSBP3,TCEANC2,TMEM59"
11,41422812,-11.0641,LRRC4C
11,89253649,-11.0708,NOX4
6,106827660,-11.0787,"ATG5,LOC105377924"
15,40582165,-11.0884,"ANKRD63,BUB1B,BUB1B-PAK6,C15orf56,CCDC9B,DISP2,INAFM2,KNSTRN,PAK6,PHGR1,PLCB2"
7,106992594,-11.1094,COG5
7,51525480,-11.1117,LOC107986794
10,60197809,-11.1125,"BICC1,TFAM,UBE2D1"
7,45196760,-11.1209,"CCM2,NACAD,RAMP3,SNORA5A,SNORA5B,SNORA5C,TBRG4"
11,108665213,-11.1209,DDX10
19,45848333,-11.1254,"CD3EAP,CKM,ERCC1,ERCC2,KLC3,MARK4,MIR6088,PPP1R13L"
14,52444195,-11.126,"GNG2,LOC102723604,NID2,RTRAF"
8,78640322,-11.1704,
15,44250313,-11.1722,"FRMD5,PIN4P1,WDR76"
6,164377679,-11.1818,
21,22512684,-11.1962,NCAM2
2,200099298,-11.2155,SATB2
2,23802158,-11.2228,KLHL29
10,104045961,-11.2423,"ELOVL3,GBF1,PITX3"
1,220621750,-11.2511,MARK1
6,73529739,-11.2637,KCNQ5
4,112931578,-11.2637,
11,25689524,-11.2637,
18,21058967,-11.2661,"NPC1,RIOK3,RMC1,TMEM241"
6,170248566,-11.2687,"ERMARD,LINC00242,LINC00574,TCTE3"
3,188421979,-11.2781,"LPP,MIR28"
14,104267023,-11.2888,"KLC1,LINC00637,PPP1R13B,XRCC3,ZFYVE21"
6,24996985,-11.296,"CMAHP,RIPOR2"
20,3938118,-11.3043,"MAVS,MIR103A2,MIR103B2,PANK2,RNF24"
20,21375166,-11.354,"NKX2-4,XRN2"
16,9229491,-11.3614,C16orf72
10,160931,-11.3666,"TUBB8,ZMYND11"
17,48991046,-11.3748,"SPAG9,TOB1,TOB1-AS1,WFIKKN2"
6,123399905,-11.3759,CLVS2
21,34798334,-11.3942,"DNAJC28,GART,IFNAR1,IFNGR2,TMEM50B"
10,103699079,-11.4039,"ARMH3,KCNIP2"
10,3165316,-11.4161,"PFKP,PITRM1,PITRM1-AS1,SNORD142"
5,44602173,-11.4164,LINC02224
